area	subarea	path	ext	hit_lines	md_fenced_lines	md_inline_lines	what_it_is	origin	needed_change	class	class_basis	note
opencode:commands	design	.opencode/commands/design/assets/chart-auto.yaml	yaml	9			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
opencode:commands	design	.opencode/commands/design/assets/chart-confirm.yaml	yaml	9			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
opencode:commands	design	.opencode/commands/design/assets/chart-presentation.txt	txt	10			txt content naming `.opencode	authored	mechanical rewrite	mechanical	both-lanes	
opencode:commands	design	.opencode/commands/design/assets/diagram-auto.yaml	yaml	22			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
opencode:commands	design	.opencode/commands/design/assets/diagram-confirm.yaml	yaml	22			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
opencode:commands	design	.opencode/commands/design/assets/diagram-presentation.txt	txt	8			txt content naming `.opencode	authored	mechanical rewrite	mechanical	both-lanes	
opencode:commands	design	.opencode/commands/design/assets/extract-auto.yaml	yaml	9			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
opencode:commands	design	.opencode/commands/design/assets/extract-confirm.yaml	yaml	11			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
opencode:commands	design	.opencode/commands/design/assets/extract-presentation.txt	txt	1			txt content naming `.opencode	authored	mechanical rewrite	mechanical	both-lanes	
opencode:commands	design	.opencode/commands/design/chart.md	md	8	0	8	documentation (8 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
opencode:commands	design	.opencode/commands/design/diagram.md	md	7	0	7	documentation (7 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
opencode:commands	design	.opencode/commands/design/extract.md	md	8	0	8	documentation (8 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
opencode:commands	doctor	.opencode/commands/doctor/_routes.yaml	yaml	36			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/assets/doctor-deep-loop.yaml	yaml	11			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/assets/doctor-embeddings.yaml	yaml	3			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/assets/doctor-fable-mode.yaml	yaml	4			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/assets/doctor-mcp-debug.yaml	yaml	13			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/assets/doctor-mcp-install.yaml	yaml	12			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/assets/doctor-mcp-presentation.txt	txt	2			txt content naming `.opencode	authored	mechanical rewrite	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/assets/doctor-parent-skill.yaml	yaml	4			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/assets/doctor-router-reach.yaml	yaml	5			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/assets/doctor-runtime-mirrors.yaml	yaml	79			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/assets/doctor-skill-advisor.yaml	yaml	14			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/assets/doctor-skill-budget.yaml	yaml	4			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/assets/doctor-skill-graph-freshness.yaml	yaml	4			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/assets/doctor-speckit-presentation.txt	txt	4			txt content naming `.opencode	authored	mechanical rewrite	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/assets/doctor-speckit-retrieval.yaml	yaml	19			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/assets/doctor-update-presentation.txt	txt	5			txt content naming `.opencode	authored	mechanical rewrite	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/assets/doctor-update.yaml	yaml	52			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/mcp.md	md	7	0	7	documentation (7 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
opencode:commands	doctor	.opencode/commands/doctor/scripts/README.md	md	21	13	8	documentation (13 fenced (runnable); 8 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
opencode:commands	doctor	.opencode/commands/doctor/scripts/agent-roster-mirror-check.cjs	cjs	1			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/scripts/audit_descriptions.py	py	8			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/scripts/check-mcp-mutation-class.sh	sh	4			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/scripts/command-catalog-mirror-check.cjs	cjs	6			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/scripts/doctor-runtime-bootstrap.sh	sh	8			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/scripts/mcp-doctor-lib.sh	sh	1			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/scripts/mcp-doctor.sh	sh	5			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/scripts/parent-skill-check.cjs	cjs	6			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/scripts/route-validate.py	py	6			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/scripts/route-validate.sh	sh	4			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/scripts/skill-graph-freshness.cjs	cjs	3			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/scripts/tests/skill-advisor-route-contract.test.cjs	cjs	4			test asserting/constructing `.opencode` paths	authored test	expectations follow the emitted path — mechanical rewrite where the code switches to `.skilled	mechanical	both-lanes	
opencode:commands	doctor	.opencode/commands/doctor/speckit.md	md	16	0	16	documentation (16 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
opencode:commands	doctor	.opencode/commands/doctor/update.md	md	5	0	5	documentation (5 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
opencode:commands	goal-opencode.md	.opencode/commands/goal-opencode.md	md	1	0	1	documentation (1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
opencode:commands	prompt	.opencode/commands/prompt/assets/prompt_improve_auto.yaml	yaml	8			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
opencode:commands	prompt	.opencode/commands/prompt/assets/prompt_improve_confirm.yaml	yaml	8			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
opencode:commands	prompt	.opencode/commands/prompt/assets/prompt_improve_presentation.txt	txt	2			txt content naming `.opencode	authored	mechanical rewrite	mechanical	both-lanes	
opencode:commands	prompt	.opencode/commands/prompt/improve.md	md	6	0	6	documentation (6 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
opencode:commands	rewrite	.opencode/commands/rewrite/response-by-external-agent.md	md	7	2	5	documentation (2 fenced (runnable); 5 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
opencode:commands	rewrite	.opencode/commands/rewrite/response.md	md	3	0	3	documentation (3 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
opencode:commands	scripts	.opencode/commands/scripts/README.md	md	7	5	2	documentation (5 fenced (runnable); 2 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
opencode:commands	scripts	.opencode/commands/scripts/fixtures/README.md	md	2	1	1	documentation (1 fenced (runnable); 1 inline (prose))	authored doc	rewrite refs — fenced lines are runnable, inline are prose	mechanical	swe2 only	
opencode:commands	scripts	.opencode/commands/scripts/fixtures/broken-command-refs.yaml	yaml	3			command/asset YAML naming `.opencode	authored config	mechanical rewrite	manual	rule:recorded-fixture (judgment)	recorded or golden fixture; rewrite only together with the assertion that reads it
opencode:commands	scripts	.opencode/commands/scripts/validate-command-references.cjs	cjs	14			code referencing `.opencode` paths	authored code	rewrite path refs at the cited lines (or compat)	mechanical	both-lanes	
opencode:commands	speckit	.opencode/commands/speckit/README.txt	txt	7			txt content naming `.opencode	authored	mechanical rewrite	mechanical	both-lanes	
opencode:commands	speckit	.opencode/commands/speckit/assets/speckit-complete.yaml	yaml	65			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
opencode:commands	speckit	.opencode/commands/speckit/assets/speckit-implement.yaml	yaml	33			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
opencode:commands	speckit	.opencode/commands/speckit/assets/speckit-plan.yaml	yaml	43			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
opencode:commands	speckit	.opencode/commands/speckit/assets/speckit-resume-auto.yaml	yaml	8			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
opencode:commands	speckit	.opencode/commands/speckit/assets/speckit-resume-confirm.yaml	yaml	8			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
opencode:commands	speckit	.opencode/commands/speckit/assets/speckit-save-context-tail.yaml	yaml	3			command/asset YAML naming `.opencode	authored config	mechanical rewrite	mechanical	both-lanes	
